title,company,salary,location,duration,link,date
Regular QA Automation Engineer with Python,Luxoft,,Remote,Not specified,/rc/clk?jk=9b29d718cdd2e318&bb=ESNXq9g02QXoC17_hUqj7a-20k_Bpmz7IVKgcCcxxyMZPbv3d0civAY6V906rYevwMKgUlYwj76koK_cqF1OLka2WYSKBOtUTFe0Oo2IE-c%3D&xkcb=SoBe67M3DSaWZsgP3r0BbzkdCdPP&fccid=4b841d912d46e4fd&vjs=3,Posted 5 days ago
Selenium/ C# - Automation Engineer,Sybrant,,Remote,Not specified,/rc/clk?jk=6d50efe65e92c8e0&bb=ESNXq9g02QXoC17_hUqj7VM-fzlks41AwnQfNdiaQ3ASCROJpUDsCQu8VP-mtgGdEWBY5dvGtUFm9thfbuKxYHUqagaLxx6Rzfd0z5bwX6I%3D&xkcb=SoDq67M3DSaWZsgP3r0AbzkdCdPP&fccid=5deb35eb9bea926e&vjs=3,Posted 30+ days ago
Java Automation Engineer,Marktine Technology Solutions,"₹10,00,000 a year",Remote,Not specified,/rc/clk?jk=26f65f47f6027c71&bb=ESNXq9g02QXoC17_hUqj7WS5AYolCQL4PEP1kiuX2BJQPdv_POzT12hESv9JEkpABjqSn5qwke72VRkSQQEVK0w-fW-UHZI1RSK9L3jQmiY%3D&xkcb=SoBk67M3DSaWZsgP3r0HbzkdCdPP&fccid=4d1ce2b52f6f8920&vjs=3,Posted 30+ days ago
QA Automation Engineer,GPS Global Business Services,"₹5,00,000 a year",Remote,Not specified,/rc/clk?jk=ae822ea1fc07f978&bb=ESNXq9g02QXoC17_hUqj7SPndsc57pOZh1cL3ZKjv3pk8r72kJwbKyqyQ8c4ioercczlW6sztinWwGjyxXzy6zcMy3KfVjOR6adHNgANw7c%3D&xkcb=SoDQ67M3DSaWZsgP3r0GbzkdCdPP&fccid=820705e5ddebb402&cmp=GPS-Global-Business-Services&ti=Automation+Engineer&vjs=3,Active 15 days ago
Automation Engineer,Stackelberg Consultants,,Remote,Not specified,/rc/clk?jk=07ee82dc7888243d&bb=ESNXq9g02QXoC17_hUqj7Td8fSfkU5trcuOFOQlZINh4sQ3fs84oHh5QKFd-zpygFZhbYRM9Ycm4V5mEnxRlqUW-AXrMke9jZ1myQrC4AWE%3D&xkcb=SoBJ67M3DSaWZvAP3r0LbzkdCdPP&fccid=e300191364ab45d3&vjs=3,Posted 30+ days ago
Quality Automation Engineer,Marktine Technology Solutions,"₹10,00,000 a year",Remote,Not specified,/rc/clk?jk=2d93089daef8b515&bb=cgzG0V6WOoUIc-1w83o6LxOzQWwZuANij0rTVXCyCUn9XlmXUDvax_UkJcIs8HsBxTtHIHZmtzJZ8GAWef86nU3C4HN2QOjJBLxccgj6AyM%3D&xkcb=SoAP67M3DSaSuJx85h0LbzkdCdPP&fccid=4d1ce2b52f6f8920&vjs=3,Posted 30+ days ago
Software Test Engineer,Emorphis Technologies,"₹2,76,016.31 - ₹13,44,982.75 a year",Remote,Not specified,/rc/clk?jk=8882d85a0ec02ccc&bb=cgzG0V6WOoUIc-1w83o6L09IVZWTZS5AB9CODDBokbfqkLha6JiQgePflRuUKvytnh32NTkTUB44B4_fRJSAXppsvFZYj5-_OOW9fbJ6vOQ%3D&xkcb=SoC767M3DSaSuJx85h0KbzkdCdPP&fccid=2eb7cf7d3dd0bcf4&cmp=Emorphis-Technologies&ti=Software+Test+Engineer&vjs=3,Active 2 days ago
Lead Automation Engineer,Testing Mavens,,Remote,Not specified,/rc/clk?jk=1a5873bdb9c54c71&bb=cgzG0V6WOoUIc-1w83o6LxDN1jWj9TgnXx22RzEVy19VTjxVy8HTnDV2yM-ML-yGyw-wzKjoralTu0Q5N7_yPUxDx01hc1kK2IPYRejh9Wo%3D&xkcb=SoAm67M3DSaSuJx85h0JbzkdCdPP&fccid=155f210495ba0f6b&vjs=3,Posted 30+ days ago
Test Engineer Level 4,Uplers,"₹2,65,000 - ₹3,73,000 a month",Remote,Not specified,/rc/clk?jk=f2da52d27504c86e&bb=cgzG0V6WOoUIc-1w83o6L2wrO2iHPVgVyKMieuvrMnSi3gl9nzcQ5bw6ONpRF-cHIkoYDRn4Apb-ZuNFWKMPCo4-y1bCK4Y0eqINx_uA-Ag%3D&xkcb=SoCS67M3DSaSuJx85h0IbzkdCdPP&fccid=0e2f08d304beb5b1&cmp=Uplers&ti=Test+Engineer+Entry+Level&vjs=3,Active 25 days ago
Security & Automation Engineer,Next7 IT,"₹1,243 an hour",Remote,Not specified,/rc/clk?jk=35be2e6776b8d5b7&bb=cgzG0V6WOoUIc-1w83o6L8n8MNpwQeslXwWNN-4asFq9jnQEw61jC2ZbjWMWcu835gQrRz60SzlntZgFNLILBlUWegu0WjJ5TW9ctFaxM0A%3D&xkcb=SoAc67M3DSaSuJx85h0PbzkdCdPP&fccid=b59060cf1efd7a39&cmp=Next7-IT&ti=Automation+Engineer&vjs=3,Active 2 days ago
Mobile Automation Test Engineer - 5+years,Codenia Technologies,,Remote,Not specified,/rc/clk?jk=adb52faaa0cdb20c&bb=cgzG0V6WOoUIc-1w83o6L13wZZG8AGkdJiHE-P1oSeWqM78cYddFpe59qo2CGzJov4e2VRqsf6pWVtPHNHcup2wKVGCd_axG5dpakO_bewg%3D&xkcb=SoCo67M3DSaSuJx85h0ObzkdCdPP&fccid=50649475f3e45ee9&vjs=3,Posted 8 days ago
